id_empresa,nome_fantasia,regiao_administrativa_df,setor,porte,genero_proprietario,idade_proprietario,area_desafio_mapeado,solucao_proposta,data_entrada_programa,data_fim_ciclo,pessoas_ocupadas_inicial,faturamento_bruto_mensal_inicial,custos_variaveis_mensal_inicial,produtividade_inicial,pessoas_ocupadas_final,faturamento_bruto_mensal_final,custos_variaveis_mensal_final,produtividade_final,percentual_implementacao_solucao,nps_atendimento
885,Manufatura Cristal,Águas Claras,Indústria,ME,Feminino,27,Finanças,Separação financeira entre pessoa física e jurídica,2025-08-25,2026-02-23,2,10583.15,5226.27,2678.44,1,8581.92,4604.88,3977.04,21.5,2
886,Salão Bandeirante 6,Taguatinga,Serviço,EPP,Feminino,39,Finanças,Capacitação em gestão de capital de giro,2024-10-19,2025-04-19,31,65901.59,21175.88,1442.76,31,74882.18,21994.83,1706.04,68.4,10
887,Studio do Planalto 4,São Sebastião,Serviço,ME,Feminino,21,Finanças,Separação financeira entre pessoa física e jurídica,2024-06-12,2024-12-11,1,6733.51,2571.74,4161.77,1,7920.46,2675.78,5244.68,79.4,9
888,Studio Meridiano 5,Plano Piloto,Serviço,ME,Feminino,47,Finanças,Capacitação em gestão de capital de giro,2025-01-09,2025-07-10,8,24468.85,6291.41,2272.18,8,27626.52,5992.73,2704.22,76.8,7
889,Escritório Alvorada 3,Vicente Pires,Serviço,ME,Masculino,29,Comercial,Implementação de funil de vendas estruturado,2025-01-27,2025-07-28,9,5352.68,1462.13,432.28,8,3632.71,1173.94,307.35,1.7,1
890,Consultoria do Planalto 4,Taguatinga,Serviço,ME,Masculino,38,Operações,Padronização de processos operacionais,2026-01-25,2026-07-26,8,30000.0,9201.31,2599.84,8,20922.21,7302.07,1702.52,21.8,4
891,Oficina Brasília 3,Gama,Serviço,ME,Feminino,31,Finanças,Plano de redução e renegociação de custos fixos,2024-12-28,2025-06-28,8,16854.13,4572.04,1535.26,8,15338.4,4443.86,1361.82,37.7,5
892,Oficina Candango 5,Planaltina,Serviço,ME,Feminino,52,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-09-12,2026-03-13,7,13180.13,3399.19,1397.28,7,12431.18,3433.52,1285.38,37.8,7
893,Papelaria Talento DF 3,Sobradinho,Comércio,ME,Masculino,45,Finanças,Implementação de fluxo de caixa semanal,2025-12-23,2026-06-23,9,4285.15,3203.05,120.23,9,4226.98,3112.65,123.81,57.4,6
894,Salão Meridiano 8,Taguatinga,Serviço,ME,Masculino,64,Marketing,Consultoria em posicionamento de marca,2024-12-23,2025-06-23,8,13808.04,4710.64,1137.17,8,14414.32,5092.61,1165.21,41.9,6
895,Academia das Águas Claras 3,Riacho Fundo,Serviço,ME,Feminino,24,Pessoas,Capacitação em liderança para o(a) proprietário(a),2024-09-18,2025-03-19,2,11493.76,4100.25,3696.76,1,10083.27,3988.81,6094.46,24.1,6
896,Armarinhos Sol Nascente 2,Planaltina,Comércio,ME,Masculino,72,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2026-01-10,2026-07-11,6,2242.69,1347.81,149.15,6,2719.56,1527.12,198.74,76.3,9
897,Armarinhos Brasília 4,Gama,Comércio,ME,Masculino,32,Marketing,Estruturação de presença em redes sociais,2025-03-07,2025-09-05,3,3444.16,1899.59,514.86,3,3964.32,2187.07,592.42,49.9,4
898,Armarinhos Bandeirante 2,Planaltina,Comércio,ME,Masculino,32,Marketing,Consultoria em posicionamento de marca,2025-03-05,2025-09-03,8,9914.7,6941.72,371.62,8,9144.97,6689.5,306.93,29.1,4
899,Pet Shop Talento DF 3,Ceilândia,Comércio,EPP,Feminino,25,Finanças,Plano de redução e renegociação de custos fixos,2025-08-19,2026-02-17,10,31812.46,22101.73,971.07,10,32853.13,21947.55,1090.56,67.8,10
900,Papelaria Ipê Amarelo 2,Planaltina,Comércio,ME,Masculino,34,Finanças,Plano de redução e renegociação de custos fixos,2025-01-19,2025-07-20,4,7385.08,5498.25,471.71,4,4841.49,3846.6,248.72,6.6,2
901,Studio do Cerrado 5,Samambaia,Serviço,ME,Feminino,42,Comercial,Plano de expansão de canais de venda,2025-04-27,2025-10-26,4,5868.24,1491.83,1094.1,4,8039.19,1726.58,1578.15,76.3,8
902,Assessoria Lago Sul 6,Plano Piloto,Serviço,ME,Feminino,33,Finanças,Consultoria em precificação e formação de preço de venda,2025-12-29,2026-06-29,8,15284.07,4239.86,1380.53,8,16002.04,4076.59,1490.68,65.1,7
903,Boutique Lago Sul 2,Recanto das Emas,Comércio,ME,Masculino,44,Comercial,Consultoria em negociação com fornecedores e clientes,2024-06-30,2024-12-29,3,4707.58,3259.66,482.64,3,4845.38,3340.54,501.61,52.0,9
904,Salão Cristal 4,Planaltina,Serviço,ME,Masculino,37,Finanças,Capacitação em gestão de capital de giro,2025-08-24,2026-02-22,9,6087.86,1923.85,462.67,9,8751.81,2214.34,726.39,92.0,9
905,Salão Sol Nascente 6,Ceilândia,Serviço,ME,Feminino,45,Pessoas,Definição de rotinas e organograma da equipe,2025-01-29,2025-07-30,5,5426.12,1425.74,800.08,5,4786.66,1440.09,669.31,24.6,6
906,Clínica Alvorada 6,Ceilândia,Serviço,EPP,Masculino,51,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2025-05-01,2025-10-30,37,39283.85,12185.52,732.39,38,54344.01,14077.36,1059.65,84.1,10
907,Studio Cristal 6,Taguatinga,Serviço,ME,Feminino,39,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-12-08,2026-06-08,5,10864.96,2906.85,1591.62,5,11429.5,3081.89,1669.52,48.6,6
908,Oficina Alvorada 4,Taguatinga,Serviço,EPP,Masculino,25,Marketing,Plano de captação de clientes via marketing local,2025-06-02,2025-12-01,27,62037.64,25902.03,1338.36,26,53136.89,23532.8,1138.62,33.1,4
909,Clínica do Planalto 3,Recanto das Emas,Serviço,ME,Masculino,47,Finanças,Separação financeira entre pessoa física e jurídica,2025-02-11,2025-08-12,3,2851.28,1212.89,546.13,3,2987.66,1211.31,592.12,63.3,7
910,Papelaria Meridiano 2,Taguatinga,Comércio,ME,Masculino,24,Finanças,Capacitação em gestão de capital de giro,2026-01-15,2026-07-16,3,5934.83,4020.12,638.24,3,5095.77,3627.57,489.4,27.0,4
911,Indústria do Planalto,Riacho Fundo,Indústria,ME,Masculino,28,Marketing,Criação de plano de marketing digital,2025-06-05,2025-12-04,13,2845.62,1499.98,103.51,13,2670.95,1418.33,96.36,47.4,5
912,Studio Brasília 7,Taguatinga,Serviço,ME,Masculino,19,Marketing,Desenvolvimento de identidade visual e branding,2024-09-02,2025-03-03,3,6630.74,2677.21,1317.84,3,7896.93,2823.61,1691.11,80.8,9
913,Gráfica JK,Ceilândia,Indústria,EPP,Masculino,41,Comercial,Consultoria em negociação com fornecedores e clientes,2024-07-25,2025-01-23,89,30992.32,17861.43,147.54,90,38701.73,21364.05,192.64,66.2,9
914,Studio JK 6,Riacho Fundo,Serviço,EPP,Masculino,41,Comercial,Consultoria em negociação com fornecedores e clientes,2024-12-29,2025-06-29,15,70918.77,28962.97,2797.05,15,66112.03,27495.76,2574.42,45.0,6
915,Manufatura Bandeirante,Samambaia,Indústria,EPP,Masculino,38,Comercial,Implementação de funil de vendas estruturado,2025-08-13,2026-02-11,37,93425.33,51587.74,1130.75,38,124629.33,64293.96,1587.77,74.2,9
916,Fábrica Meridiano,Águas Claras,Indústria,ME,Feminino,33,Finanças,Implementação de fluxo de caixa semanal,2025-02-12,2025-08-13,1,12345.24,7921.56,4423.68,1,15669.19,9375.17,6294.02,78.9,10
917,Estúdio Meridiano 2,Vicente Pires,Serviço,ME,Masculino,40,Comercial,Implementação de funil de vendas estruturado,2024-09-11,2025-03-12,8,12478.15,3843.36,1079.35,8,16374.77,4095.44,1534.92,88.6,10
918,Boutique das Águas Claras 6,Vicente Pires,Comércio,ME,Feminino,36,Comercial,Consultoria em negociação com fornecedores e clientes,2026-01-22,2026-07-23,4,5170.05,3468.26,425.45,4,5903.38,3631.68,567.92,87.1,8
919,Metalúrgica do Planalto,Guará,Indústria,EPP,Masculino,20,Marketing,Desenvolvimento de identidade visual e branding,2024-09-29,2025-03-30,22,80986.67,49532.3,1429.74,22,122497.3,66468.32,2546.77,96.0,10
920,Loja Meridiano 4,Ceilândia,Comércio,ME,Feminino,43,Pessoas,Estruturação de processo seletivo e onboarding,2024-07-22,2025-01-20,1,11016.95,8028.87,2988.08,1,8444.95,6490.16,1954.8,23.5,2
921,Alimentos Talento DF,Gama,Indústria,ME,Feminino,35,Marketing,Criação de plano de marketing digital,2025-01-19,2025-07-20,18,7158.81,4576.98,143.43,18,5732.42,3728.65,111.32,42.6,4
922,Espaço Bandeirante 5,Núcleo Bandeirante,Serviço,ME,Masculino,35,Operações,Implementação de controle de estoque,2024-08-08,2025-02-06,8,18103.27,5956.02,1518.41,8,16227.6,5945.02,1285.32,25.1,7
923,Consultoria Alvorada 4,Vicente Pires,Serviço,ME,Feminino,22,Operações,Implementação de controle de estoque,2025-05-28,2025-11-26,3,7399.88,2884.98,1504.97,3,8112.1,3012.99,1699.71,62.3,7
924,Papelaria das Águas Claras 3,Ceilândia,Comércio,ME,Feminino,39,Finanças,Implementação de fluxo de caixa semanal,2025-02-21,2025-08-22,6,1500.0,912.06,97.99,6,1455.95,869.12,97.81,57.4,6
925,Pet Shop Buriti 3,Plano Piloto,Comércio,EPP,Masculino,27,Marketing,Desenvolvimento de identidade visual e branding,2025-12-18,2026-06-18,20,79217.62,53858.15,1267.97,20,95764.2,61947.55,1690.83,72.0,6
926,Armarinhos JK 3,Plano Piloto,Comércio,EPP,Feminino,21,Comercial,Criação de script de atendimento comercial,2024-09-12,2025-03-13,43,30001.0,17605.94,288.26,43,31131.96,17475.78,317.59,67.0,9
927,Salão Lago Sul 5,Taguatinga,Serviço,EPP,Feminino,26,Marketing,Criação de plano de marketing digital,2024-11-11,2025-05-12,38,124922.09,41760.23,2188.47,38,143051.7,41254.71,2678.87,80.6,6
928,Academia Sol Nascente 3,Guará,Serviço,ME,Masculino,38,Finanças,Consultoria em precificação e formação de preço de venda,2025-07-23,2026-01-21,4,13684.31,5939.64,1936.17,4,15522.55,6292.8,2307.44,69.1,9
929,Escritório Candango 4,Samambaia,Serviço,ME,Feminino,27,Pessoas,Definição de rotinas e organograma da equipe,2025-07-31,2026-01-29,9,6073.79,2503.5,396.7,9,6880.63,2724.6,461.78,60.8,6
930,Distribuidora das Águas Claras 4,Plano Piloto,Comércio,ME,Feminino,50,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2025-01-07,2025-07-08,3,6786.41,4406.42,793.33,3,7433.85,4985.15,816.23,35.8,7
931,Academia do Cerrado 5,Ceilândia,Serviço,ME,Feminino,31,Finanças,Capacitação em gestão de capital de giro,2025-12-15,2026-06-15,9,9786.42,2734.02,783.6,9,9952.47,2746.07,800.71,52.3,6
932,Boutique Bandeirante 2,Planaltina,Comércio,ME,Feminino,54,Finanças,Separação financeira entre pessoa física e jurídica,2025-10-30,2026-04-30,3,3402.86,2142.83,420.01,3,4161.06,2466.11,564.98,74.7,9
933,Distribuidora Meridiano 3,Taguatinga,Comércio,ME,Feminino,25,Finanças,Implementação de fluxo de caixa semanal,2025-06-09,2025-12-08,8,8366.48,4833.62,441.61,9,11459.18,6336.76,569.16,66.5,10
934,Clínica Cristal 4,Águas Claras,Serviço,ME,Feminino,38,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-08-31,2026-03-01,8,11024.72,2907.28,1014.68,8,12593.55,3196.31,1174.65,56.6,10
935,Estúdio Cristal 4,Taguatinga,Serviço,ME,Masculino,47,Marketing,Consultoria em posicionamento de marca,2025-04-23,2025-10-22,6,9953.06,4292.78,943.38,6,11575.96,4718.39,1142.93,65.8,8
936,Oficina Alvorada 5,Vicente Pires,Serviço,ME,Masculino,40,Finanças,Consultoria em precificação e formação de preço de venda,2025-03-15,2025-09-13,2,5584.99,1945.18,1819.91,2,5960.65,1920.44,2020.11,67.4,8
937,Marcenaria Ipê Amarelo,Taguatinga,Indústria,ME,Feminino,21,Operações,Padronização de processos operacionais,2025-04-29,2025-10-28,15,14506.56,6787.29,514.62,15,15690.27,7411.73,551.9,47.0,4
938,Ótica Buriti 3,Planaltina,Comércio,ME,Feminino,43,Comercial,Treinamento de técnicas de vendas para a equipe,2025-10-29,2026-04-29,7,4397.09,3048.65,192.63,7,4275.29,2957.15,188.31,51.1,7
939,Oficina Alvorada 6,Taguatinga,Serviço,EPP,Masculino,73,Comercial,Consultoria em negociação com fornecedores e clientes,2024-06-10,2024-12-09,44,30001.0,7945.35,501.26,45,37003.67,8434.48,634.87,74.6,10
940,Consultoria do Cerrado 4,Ceilândia,Serviço,ME,Masculino,70,Comercial,Plano de expansão de canais de venda,2024-08-01,2025-01-30,3,5496.59,1809.66,1228.98,3,7005.49,1965.97,1679.84,82.4,8
941,Academia Candango 3,Taguatinga,Serviço,EPP,Feminino,26,Marketing,Criação de plano de marketing digital,2025-03-17,2025-09-15,19,55165.21,16332.11,2043.85,19,64496.63,16956.69,2502.1,72.1,8
942,Oficina Buriti 4,Ceilândia,Serviço,ME,Masculino,45,Comercial,Plano de expansão de canais de venda,2025-05-21,2025-11-19,4,7373.12,2086.05,1321.77,4,8331.02,2157.12,1543.47,66.0,10
943,Indústria Cristal,Taguatinga,Indústria,ME,Feminino,33,Finanças,Separação financeira entre pessoa física e jurídica,2024-09-18,2025-03-19,8,9551.73,5317.54,529.27,8,11691.62,6033.57,707.26,77.1,8
944,Ótica Candango 3,Planaltina,Comércio,ME,Masculino,34,Comercial,Criação de script de atendimento comercial,2025-06-05,2025-12-04,1,6584.48,4569.22,2015.26,2,8912.95,5849.46,1531.74,75.1,9
945,Assessoria Brasília 4,Recanto das Emas,Serviço,EPP,Masculino,37,Pessoas,"Plano de cargos, salários e retenção de talentos",2024-06-15,2024-12-14,16,84313.63,29293.75,3438.74,17,106549.94,35165.52,4199.08,61.6,8
946,Loja Bandeirante 3,Ceilândia,Comércio,ME,Masculino,35,Comercial,Consultoria em negociação com fornecedores e clientes,2024-10-29,2025-04-29,5,16719.8,11940.62,955.84,5,17073.51,12060.05,1002.69,55.2,7
947,Salão Sol Nascente 7,Águas Claras,Serviço,ME,Feminino,41,Pessoas,Capacitação em liderança para o(a) proprietário(a),2025-03-08,2025-09-06,9,9550.69,4140.01,601.19,9,10890.93,4353.4,726.39,72.5,6
948,Papelaria Candango 3,Gama,Comércio,ME,Feminino,50,Marketing,Consultoria em posicionamento de marca,2024-07-01,2024-12-30,2,8371.53,5955.81,1207.86,2,5441.49,4143.35,649.07,0.0,3
949,Consultoria do Cerrado 5,Samambaia,Serviço,ME,Feminino,33,Operações,Mapeamento e otimização de processos internos,2025-06-22,2025-12-21,3,9351.37,4126.75,1741.54,3,11503.81,5067.99,2145.28,50.5,9
950,Ótica Buriti 4,Plano Piloto,Comércio,ME,Feminino,40,Finanças,Separação financeira entre pessoa física e jurídica,2025-04-23,2025-10-22,8,12418.47,9137.6,410.11,7,8072.01,6343.04,247.0,0.0,0
951,Cerâmica JK,Ceilândia,Indústria,ME,Feminino,42,Operações,Implementação de controle de estoque,2025-05-11,2025-11-09,1,9243.37,5698.57,3544.8,1,7400.98,4932.78,2468.2,14.8,3
952,Salão JK 3,Taguatinga,Serviço,ME,Masculino,23,Finanças,Capacitação em gestão de capital de giro,2025-04-10,2025-10-09,1,2701.3,833.42,1867.87,1,3379.2,907.74,2471.46,76.6,8
953,Mercadinho Alvorada 2,Águas Claras,Comércio,ME,Feminino,35,Finanças,Separação financeira entre pessoa física e jurídica,2025-07-27,2026-01-25,9,15381.21,8995.96,709.47,10,20362.64,11271.06,909.16,70.9,8
954,Cerâmica Cristal,Núcleo Bandeirante,Indústria,ME,Masculino,57,Finanças,Plano de redução e renegociação de custos fixos,2025-07-04,2026-01-02,5,8595.57,5117.82,695.55,5,7206.0,4481.79,544.84,32.3,5
955,Academia Lago Sul 2,Núcleo Bandeirante,Serviço,ME,Feminino,42,Finanças,Implementação de fluxo de caixa semanal,2025-07-08,2026-01-06,3,12065.54,5056.74,2336.27,3,10160.39,4422.88,1912.5,39.2,6
956,Oficina Lago Sul 5,Núcleo Bandeirante,Serviço,EPP,Feminino,26,Pessoas,Definição de rotinas e organograma da equipe,2024-10-08,2025-04-08,10,73081.35,30301.33,4278.0,11,106120.6,37808.09,6210.23,88.9,9
957,Boutique Ipê Amarelo 2,Águas Claras,Comércio,EPP,Masculino,47,Pessoas,Estruturação de processo seletivo e onboarding,2025-07-25,2026-01-23,26,30001.0,20362.41,370.71,26,28603.85,20169.28,324.41,32.4,5
958,Espaço Buriti 6,Ceilândia,Serviço,ME,Masculino,70,Operações,Implementação de controle de estoque,2024-09-18,2025-03-19,9,6270.62,2608.41,406.91,10,9180.73,3130.39,605.03,100.0,10
959,Assessoria Meridiano 7,Plano Piloto,Serviço,ME,Feminino,59,Finanças,Consultoria em precificação e formação de preço de venda,2024-06-14,2024-12-13,9,2673.56,1046.52,180.78,10,3256.31,1200.87,205.54,65.1,7
960,Clínica Buriti 4,Samambaia,Serviço,ME,Masculino,36,Pessoas,Estruturação de processo seletivo e onboarding,2026-01-18,2026-07-19,6,2038.26,780.8,209.58,6,2312.48,852.2,243.38,59.7,5
961,Boutique do Cerrado 3,Ceilândia,Comércio,ME,Feminino,35,Operações,Padronização de processos operacionais,2024-09-18,2025-03-19,7,4539.52,2539.02,285.79,7,6743.62,3308.52,490.73,95.8,10
962,Estúdio Alvorada 4,Ceilândia,Serviço,ME,Feminino,39,Comercial,Implementação de funil de vendas estruturado,2024-08-09,2025-02-07,6,10911.51,3732.77,1196.46,6,10558.12,3813.01,1124.18,37.3,9
963,Consultoria Meridiano 6,Águas Claras,Serviço,ME,Masculino,51,Comercial,Criação de script de atendimento comercial,2024-12-02,2025-06-02,7,17429.71,4475.41,1850.61,7,16447.01,4590.68,1693.76,35.1,6
964,Empório Sol Nascente 3,Plano Piloto,Comércio,EPP,Feminino,52,Marketing,Plano de captação de clientes via marketing local,2026-01-31,2026-08-01,30,32794.65,18642.91,471.72,30,34675.79,19660.27,500.52,51.0,6
965,Academia Ipê Amarelo 3,Taguatinga,Serviço,ME,Masculino,54,Finanças,Implementação de fluxo de caixa semanal,2025-11-10,2026-05-11,2,9589.07,3434.82,3077.13,2,10655.85,3508.45,3573.7,69.3,7
966,Loja Talento DF 2,Guará,Comércio,EPP,Feminino,41,Comercial,Plano de expansão de canais de venda,2025-08-14,2026-02-12,44,70262.2,39311.41,703.43,44,54311.67,32619.36,493.01,22.6,5
967,Clínica Brasília 5,Plano Piloto,Serviço,ME,Masculino,32,Operações,Implementação de controle de estoque,2024-09-23,2025-03-24,8,4255.04,1840.92,301.77,8,4418.9,1846.85,321.51,59.8,5
968,Manufatura Meridiano,São Sebastião,Indústria,ME,Masculino,37,Finanças,Consultoria em precificação e formação de preço de venda,2025-06-19,2025-12-18,3,4997.65,2699.07,766.19,3,4525.24,2552.54,657.57,34.0,4
969,Mercadinho Lago Sul 2,Samambaia,Comércio,ME,Feminino,28,Comercial,Criação de script de atendimento comercial,2025-10-22,2026-04-22,1,18099.99,12488.87,5611.12,1,18492.97,12818.28,5674.69,47.9,9
970,Consultoria Candango 3,Planaltina,Serviço,ME,Feminino,20,Marketing,Plano de captação de clientes via marketing local,2024-12-25,2025-06-25,8,3643.6,1018.6,328.13,8,3901.73,1072.62,353.64,53.1,9
971,Loja Sol Nascente 2,Taguatinga,Comércio,ME,Masculino,35,Operações,Consultoria em gestão da qualidade,2024-11-06,2025-05-07,1,28233.39,20314.46,7918.93,1,29379.48,21090.62,8288.86,51.1,6
972,Assessoria do Planalto 5,Planaltina,Serviço,ME,Masculino,44,Pessoas,Estruturação de processo seletivo e onboarding,2025-11-12,2026-05-13,8,24657.08,8521.82,2016.91,8,26039.15,8823.71,2151.93,54.5,8
973,Clínica das Águas Claras 5,Taguatinga,Serviço,ME,Masculino,47,Operações,Padronização de processos operacionais,2024-08-20,2025-02-18,9,28797.1,10417.5,2042.18,9,32198.97,11073.39,2347.29,61.9,7
974,Oficina Lago Sul 6,Taguatinga,Serviço,ME,Masculino,49,Marketing,Estruturação de presença em redes sociais,2025-12-08,2026-06-08,1,10052.91,3817.06,6235.85,1,10919.57,3941.38,6978.19,62.5,5
975,Mercearia Bandeirante 3,Recanto das Emas,Comércio,ME,Feminino,48,Marketing,Estruturação de presença em redes sociais,2025-03-20,2025-09-18,8,6517.73,4288.54,278.65,8,5376.32,3706.06,208.78,29.1,6
976,Academia Alvorada 4,Samambaia,Serviço,ME,Feminino,45,Marketing,Consultoria em posicionamento de marca,2025-08-15,2026-02-13,2,9907.08,3592.68,3157.2,1,6564.21,2689.6,3874.61,18.6,5
977,Espaço Lago Sul 4,Taguatinga,Serviço,EPP,Masculino,54,Marketing,Criação de plano de marketing digital,2025-01-13,2025-07-14,21,79464.42,31698.73,2274.56,21,87303.03,34131.53,2531.98,55.3,10
978,Clínica Brasília 6,Vicente Pires,Serviço,ME,Feminino,19,Finanças,Separação financeira entre pessoa física e jurídica,2025-08-08,2026-02-06,5,13798.95,5675.43,1624.7,4,12399.41,5198.38,1800.26,44.7,7
979,Estúdio do Cerrado 5,Ceilândia,Serviço,ME,Masculino,36,Marketing,Desenvolvimento de identidade visual e branding,2025-12-17,2026-06-17,7,5413.93,1685.0,532.71,6,4036.35,1458.06,429.71,14.9,4
980,Academia Buriti 3,Gama,Serviço,ME,Feminino,28,Marketing,Estruturação de presença em redes sociais,2025-03-28,2025-09-26,1,4131.83,1794.91,2336.92,1,4786.21,1880.31,2905.9,77.7,8
981,Clínica Bandeirante 6,Gama,Serviço,ME,Feminino,19,Comercial,Plano de expansão de canais de venda,2024-10-08,2025-04-08,1,6746.88,2164.26,4582.62,1,5624.34,1896.97,3727.37,39.0,7
982,Salão Bandeirante 7,Samambaia,Serviço,EPP,Masculino,34,Operações,Padronização de processos operacionais,2024-07-18,2025-01-16,21,32634.91,9936.19,1080.89,21,31001.05,10610.58,970.97,24.8,3
983,Studio Meridiano 6,Águas Claras,Serviço,ME,Masculino,46,Marketing,Plano de captação de clientes via marketing local,2025-12-17,2026-06-17,7,5033.2,1571.8,494.49,7,6182.15,1601.4,654.39,85.5,7
984,Ótica Candango 4,Ceilândia,Comércio,ME,Masculino,48,Comercial,Implementação de funil de vendas estruturado,2026-01-31,2026-08-01,4,16843.64,10471.75,1592.97,4,21426.35,12710.18,2179.04,69.0,7
985,Escritório do Planalto 4,Santa Maria,Serviço,ME,Masculino,60,Finanças,Capacitação em gestão de capital de giro,2025-07-03,2026-01-01,3,5526.66,1731.98,1264.89,3,5974.49,1754.03,1406.82,63.2,7
